1518568051954,
1518568051955,160
1518568051955,166
1518568051955,169
1518568051955,172
1518568051955,182
1518568051955,188
1518568051955,189
1518568051955,185
1518568051956,177
1518568051956,169
1518568051956,163
1518568051956,162
1518568053392,1189
1518568053442,180
1518568053493,176
1518568053538,178
1518568053602,182
1518568053649,185
1518568053698,184
1518568053746,180
1518568053794,177
1518568053842,173
1518568053889,172
1518568053938,171
1518568053985,171
1518568054050,171
1518568054097,171
1518568054145,171
1518568054194,173
1518568054242,175
1518568054289,176
1518568054338,177
1518568054386,179
1518568054450,179
1518568054498,174
1518568054546,170
1518568054594,168
1518568054642,168
1518568054691,174
1518568054737,181
1518568054787,183
1518568054850,181
1518568054899,178
1518568054946,176
1518568054994,176
1518568055043,174
1518568055091,167
1518568055139,166
1518568055187,169
1518568055250,170
1518568055298,171
1518568055346,172
1518568055394,175
1518568055442,176
1518568055490,178
1518568055539,178
1518568055587,177
1518568055650,177
1518568055699,179
1518568055747,181
1518568055795,181
1518568055843,176
1518568055891,172
1518568055940,167
1518568055987,165
1518568056052,165
1518568056099,169
1518568056148,173
1518568056196,175
1518568056244,173
1518568056291,172
1518568056340,172
1518568056387,174
1518568056450,175
1518568056499,176
1518568056548,176
1518568056596,176
1518568056643,175
1518568056692,173
1518568056740,172
1518568056787,171
1518568056852,172
1518568056899,172
1518568056947,172
1518568056995,171
1518568057044,170
1518568057092,166
1518568057140,164
1518568057188,167
1518568057236,171
1518568057299,157
1518568057347,152
1518568057395,192
1518568057444,248
1518568057491,229
1518568057539,219
1518568057588,213
1518568057636,204
1518568057700,198
1518568057748,196
1518568057796,194
1518568057844,194
1518568057892,194
1518568057944,194
1518568057988,193
1518568058036,193
1518568058099,191
1518568058148,191
1518568058196,190
1518568058244,190
1518568058293,188
1518568058340,186
1518568058388,184
1518568058437,183
1518568058500,182
1518568058549,181
1518568058597,180
1518568058645,181
1518568058692,182
1518568058741,182
1518568058788,182
1518568058837,181
1518568058900,180
1518568058948,180
1518568058997,180
1518568059045,179
1518568059092,178
1518568059140,177
1518568059188,175
1518568059236,174
1518568059301,166
1518568059349,161
1518568059397,159
1518568059446,156
1518568059494,154
1518568059542,155
1518568059590,156
1518568059638,159
1518568059701,162
1518568059750,165
1518568059797,168
1518568059846,169
1518568059893,170
1518568059941,171
1518568059989,173
1518568060038,175
1518568060101,177
1518568060150,181
1518568060197,182
1518568060246,183
1518568060293,183
1518568060341,185
1518568060389,186
1518568060438,185
1518568060486,184
1518568060550,182
1518568060598,180
1518568060645,178
1518568060694,175
1518568060742,173
1518568060789,172
1518568060838,173
1518568060885,174
1518568060950,174
1518568060998,175
1518568061046,176
1518568061094,176
1518568061142,174
1518568061191,172
1518568061238,170
1518568061286,169
1518568061350,166
1518568061398,164
1518568061446,160
1518568061494,158
1518568061542,158
1518568061590,158
1518568061639,156
1518568061686,155
1518568061751,158
1518568061798,165
1518568061846,172
1518568061895,176
1518568061943,179
1518568061991,179
1518568062039,180
1518568062087,181
1518568062151,181
1518568062200,180
1518568062246,180
1518568062295,178
1518568062344,174
1518568062391,171
1518568062439,173
1518568062487,175
1518568062550,173
1518568062599,172
1518568062648,173
1518568062695,173
1518568062742,172
1518568062791,172
1518568062839,172
1518568062887,173
1518568062951,176
1518568062999,180
1518568063048,186
1518568063095,189
1518568063143,190
1518568063191,186
1518568063240,178
1518568063288,173
1518568063335,176
1518568063399,183
1518568063448,186
1518568063496,194
1518568063544,196
1518568063592,192
1518568063640,189
1518568063688,187
1518568063736,187
1518568063800,187
1518568063847,188
1518568063896,189
1518568063945,190
1518568063993,184
1518568064039,174
1518568064088,165
1518568064136,163
1518568064200,173
1518568064248,186
1518568064296,187
1518568064344,184
1518568064392,180
1518568064440,177
1518568064489,176
1518568064537,179
1518568064601,184
1518568064648,186
1518568064696,188
1518568064744,190
1518568064793,188
1518568064840,186
1518568064889,182
1518568064936,179
1518568065001,178
1518568065049,176
1518568065097,174
1518568065144,170
1518568065192,162
1518568065240,156
1518568065289,154
1518568065337,156
1518568065401,158
1518568065449,155
1518568065498,157
1518568065544,161
1518568065593,165
1518568065641,168
1518568065689,169
1518568065737,168
1518568065802,167
1518568065850,166
1518568065897,167
1518568065945,168
1518568065993,171
1518568066042,174
1518568066089,176
1518568066138,175
1518568066186,174
1518568066250,175
1518568066297,176
1518568066346,177
1518568066393,175
1518568066442,174
1518568066489,174
1518568066538,174
1518568066585,173
1518568066650,170
1518568066698,167
1518568066745,167
1518568066794,165
1518568066841,161
1518568066890,158
1518568066937,158
1518568066987,158
1518568067050,157
1518568067098,154
1518568067147,150
1518568067195,141
1518568067242,132
1518568067291,123
1518568067338,136
1518568067387,162
1518568067449,180
1518568067498,194
1518568067546,201
1518568067594,200
1518568067643,193
1518568067691,180
1518568067738,167
1518568067787,154
1518568067850,144
1518568067898,140
1518568067946,145
1518568067995,157
1518568068042,174
1518568068090,187
1518568068139,190
1518568068186,186
1518568068250,180
1518568068299,172
1518568068347,167
1518568068395,163
1518568068443,164
1518568068491,169
1518568068539,176
1518568068586,180
1518568068650,182
1518568068699,181
1518568068747,178
1518568068796,176
1518568068843,173
1518568068891,172
1518568068940,172
1518568068987,172
1518568069052,173
1518568069099,174
1518568069148,175
1518568069195,175
1518568069243,171
1518568069291,167
1518568069340,166
1518568069387,168
1518568069435,169
1518568069499,172
1518568069548,175
1518568069595,176
1518568069644,177
1518568069692,175
1518568069740,172
1518568069788,170
1518568069836,168
1518568069900,168
1518568069947,169
1518568069996,169
1518568070043,169
1518568070093,169
1518568070140,169
1518568070187,173
1518568070236,179
1518568070301,182
1518568070348,180
1518568070396,176
1518568070445,174
1518568070493,173
1518568070541,172
1518568070588,171
1518568070636,171
1518568070700,173
1518568070748,174
1518568070796,176
1518568070844,182
1518568070892,190
1518568070941,193
1518568070989,191
1518568071037,186
1518568071100,180
1518568071149,77
1518568071197,93
1518568071245,100
1518568071293,118
1518568071341,135
1518568071388,149
1518568071436,156
1518568071501,163
1518568071549,169
1518568071596,170
1518568071645,170
1518568071692,173
1518568071741,177
1518568071789,176
1518568071837,174
1518568071901,174
1518568071949,173
1518568071996,173
1518568072045,173
1518568072093,172
1518568072141,171
1518568072188,172
1518568072237,173
1518568072302,172
1518568072349,171
1518568072397,172
1518568072446,175
1518568072493,176
1518568072542,176
1518568072590,178
1518568072637,177
1518568072685,175
1518568072750,175
1518568072797,174
1518568072845,171
1518568072894,172
1518568072941,171
1518568072989,168
1518568073038,167
1518568073086,170
1518568073150,175
1518568073198,180
1518568073245,181
1518568073294,180
1518568073341,179
1518568073390,178
1518568073438,176
1518568073486,175
1518568073550,174
1518568073598,173
1518568073646,173
